@type,@id,datePublished,headline,reviewBody,inLanguage,itemReviewed.@id,author.@type,author.name,author.url,reviewRating.@type,reviewRating.bestRating,reviewRating.worstRating,reviewRating.ratingValue,publisher.@id
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65ae77295d45873e422f3ae6,2024-01-22 16:09:45+00:00,Slow in processing ownership and lots of useless chatbots,Tried to add vehicle on my account - the customer service is appalling - before they do their job they tell you to use the app instead of them as according to them will be faster. Total non sense because the tesla app seems to be manned by chatbots and robots that only knows how to reject without even saying the problem. I could access the tesla superchargers until then hence not fully able to use the car I bought from 2 weeks ago.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Gracelyn Melnikovs,https://www.trustpilot.com/users/61bdc625bd75fe001202627e/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65becfe9373ab71e99d0cc43,2024-02-04 01:44:42+00:00,Poor service,Poor service. Website is not helpful. Very long wait time on customer support line and rude customer service staff who seem to be poorly trained.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,The Livingstons,https://www.trustpilot.com/users/5f45dc5d5be2e10c416cfc6c/,Rating,5,1,2,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65b925e519ad256b84c2d98a,2024-01-30 18:37:58+00:00,Absolutely horrific customer service.,"Absolutely horrific customer service.Three times our car has went into Belfast service centre and came back out with new issues that didn’t exist before it went in.This in itself is not where my main concern lies. This now being the most recent occasion and I cannot even speak to someone at the service centre. Instead, I have to fight to get a response from their “Tesla virtual support” via their app.I have to wait hours or longer at a time for any response at all and when I do get a response it’s just generic patronising nonsense. This being despite the fact that I am simply trying to get Tesla to fix a fault with the car that they created. I tried asking for the phone number for their Belfast service centre and they refused to give it to me.I expect this level of customer service when I spend £8/month on a mobile sim card but not when I spend tens of thousands on a car!To be clear, this review is only regarding their customer service. The car itself (aside from the few minor issues that had it back at the service centre) has been mostly perfect.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Sean Branagh,https://www.trustpilot.com/users/64ad8f5d26e9da0011681fd9/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65a6ba4508dd70a6ebfd280f,2024-01-16 19:17:58+00:00,The 12v battery died,"The 12v battery died, I arranged an appointment to replace it, the evening before I get a message that the part wasn’t available, that was after 9 phone calls, 5 messages via the app, 3 emails and a tweet to inform Tesla that I was stranded 40 miles from home. Absolutely dreadful service. Let’s see if this review prompts a reply from someone🤞",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,sanjay,https://www.trustpilot.com/users/52dcf6d900006400015f619a/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65b260d376b3998acc5676d8,2024-01-25 15:23:32+00:00,Innovative company,"Without a doubt it's an innovative company which has changed the world of automotive. Props to the genius Musk who has managed to build such a big corporation with billions dollars turnover, and yeah, nowadays many people around the globe stick to the ""green"" agenda and the concept of electro cars perfectly fits society's sentiment.I personally have no Tesla car, but I have watched tons of reviews and videos in the youtube, and I believe Model S is the future of automotive.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Grant Reynolds,https://www.trustpilot.com/users/5dfe71606af5028f4e29981a/,Rating,5,1,4,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65bb6c34cdc0bf813ee5f698,2024-02-01 12:02:29+00:00,delivery is horrible..,delivery is horrible... don't look at the indicated delivery dates upon ordering... always postponed but insurance paid and license plates already at pickup location. What a mess.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Rudi Triest,https://www.trustpilot.com/users/6570e3d9b5be6d001288babb/,Rating,5,1,2,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65aabde65461bab2cead1e73,2024-01-19 20:22:31+00:00,I got a Model Y and it’s been headache…,"I got a Model Y and it’s been headache after headache! 2nd time using the car I had a serious issue with the breaks, after several weeks on «Tesla service » I take the car back and I can’t believe I have several error messages!!",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Amanda Veras,https://www.trustpilot.com/users/5cb4a3add8ab4377ae7c3b15/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65ad99efcf798238bdcadecc,2024-01-22 00:25:52+00:00,changed the price and kept my deposit.I ordered the car and after the order…,"I ordered the car and after the order which was 2 minutes later, they switched the price. They refused to return my deposit and would not give me a definitive price. Do not do business with this company under any circumstances. What happened to Elon Musk - check it out in youtube and the news.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Anthony perano (Beary AllenW),https://www.trustpilot.com/users/5b99cde44de5666d34adc890/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65aeaf063f871e2cb6ade782,2024-01-22 20:08:07+00:00,Helpful Receptionist at Tesla Collision,"I brought my Model Y to Tesla Collision in Paramus, NJ. The receptionist, Valentina, was so helpful. She helped me sign in the car for repair. She advised me about how to get a ride home from Uber. I had never used a ride system before. I tried to use Lyft but had difficulty. When she saw me struggling with my phone, she came over and downloaded Uber for me and arranged for a ride. She made sure that everything worked okay. Valentina is a great representative for Tesla.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,william kruk,https://www.trustpilot.com/users/62a503520ca7ed0012740a2b/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65b3aa3ff865a10189ac4ca7,2024-01-26 14:49:04+00:00,Tesla is an unregulated entity in UK,"Tesla is an unregulated entity in UK. They are not registered with the Motor Ombudsman, and do not have any code of conduct for customer service. They do not have any mechanism to register any complaints. They are using the loophole in motoring industry, as perhaps the only business not having signed up to regulator. So you cannot take your grievance to any regulator. The only way to escalate would be to take legal action, which in most cases is disproportionately expensive and time consuming. If any of you can succeed in even registering a formal complaint with Tesla, that would be a great triumph. This is all the more important as their customer service is absolutely appalling. British consumers should know this before buying Tesla, but they don't. That is scandalous in my view. I discovered all this after experiencing serious customer service issues on several occasions. There are much better electric cars out there now with good customer service attached.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,MJ,https://www.trustpilot.com/users/61e2f5733b17b90012fa432c/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65afe97f470e1ecab03980a1,2024-01-23 18:29:51+00:00,The car has far exceeded my…,The car has far exceeded my expectations. The ride quality has been so good and I feel completely safe whenever I'm driving and I have never had any major issues at all,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Deedee Vele,https://www.trustpilot.com/users/65afe89d53611b00126b07fa/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65a84faf6b1f63b30daf36fc,2024-01-18 00:07:43+00:00,Car is pretty good but the infotainment…,Car is pretty good but the infotainment system and app are beyond useless. I thought Tesla were a tech company but guess I was wrong. Perhaps they employed the guys from Fujitsu that worked on Horizon?,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,tom,https://www.trustpilot.com/users/5804d3180000ff000a4e4abe/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/659d6d1776cd3880085ffbd0,2024-01-09 17:58:16+00:00,Terrible Customer Service -  AVOID,"I have a Model S tesla, the car absolutely love but the level of customer service had been terrible. I have had numerous issues with the car which have needed to resolved from minor to major things. The issue is using the app to communicate everything is a really poor experience.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Nathan Buckley,https://www.trustpilot.com/users/659d6d11504da3001215d772/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/6599ac420a307caa5eb2659e,2024-01-06 21:38:43+00:00,Telsa had my love and gave it away,"Driving a Tesla is like being a parent to a special needs child. I have owned my Model Y for under a year. Their business model has been to produce in volume (Elon's philosophy about procreation, too) - and then que sera sera. You will have problems - like, for instance, my car refused to unlock, needing Tesla's roadside assistance to tow my car. If you have a backup car for use when things go wrong, you'll be fine. It is a fun car, lust not one on which you can depend. They used to provide you a loaner or Uber credit when you needed service - but with so many customers needing it, it is on it's way out. It is too bad. I really wanted to see Tesla succeed, but since their evil side revealed itself, I am vacillating. Before buying my Tesla, I owned 5 Priuses, never needed a repair and got spoiled. Some people get lucky and don't have problems - just remember - YMMV.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,ShanaH,https://www.trustpilot.com/users/5f28b4fa38ed05162fad05a9/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/6597afa1ffb67bd9c614077b,2024-01-05 09:28:34+00:00,Don’t buy a Tesla on their finance,"I love driving my Tesla so ordered a new replacement last month with their finance which I now know is through Blackhorse. I’ve tried to change the deposit amount by countless calls, emails and texts over the last 4 weeks without success. I’ve even contacted Blackhorse but they are just as useless as they can’t helpMe and refer me back to Tesla!It’s seems you can’t talk to someone directly and you’re simply promised someone will sort it but they never do!",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Ian Horton,https://www.trustpilot.com/users/60a3c331150c7d0019666b97/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/659ae0b7e6183d0b166e3c90,2024-01-07 19:34:48+00:00,dealing with tesla is a nightmare.,"dealing with tesla is a nightmare.. We just gave back 2 leased tesla""s for 2 new tesla'sMusk does not feel customer service is important and the CS experience is terrible in everyway Also had the car into the shop as a sensor was not working   Now worse than before As most people have  heard that Hertz stock took a big hit due to the tesla:s that were costly to maintainLove the EC  the good news is that for my next car there will be lots of choices from many companies  I also had a 3 year lease with 30,000 miles and turned it in with after 20,000 miles and was charged $375 for excessive tire use   DO you know if any other companies that work that way",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Steve Mandell,https://www.trustpilot.com/users/659ae0a30272480012f039ca/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65a8f48f4198b56ec88f28bf,2024-01-18 11:51:11+00:00,Tesla Legal Scam,"Warning - Tesla Legal Scam. Read this before you take Tesla to court. Tesla has two companies. One is called Tesla Motors, and the other is called Tesla Financial Services. If you purchase a car, it will come from Tesla Motors. When you have a problem with the vehicle, you will speak to the sales and customer support departments. If the dispute becomes legal, you will likely get transferred to the legal department, as I did. This is where the big scam begins.The legal department is a different company called Tesla Financial Services.They will engage with the complaint, and if you are still unhappy, they openly encourage you to take them to court. However, you are taking the wrong company to court! The judge threw out the case because I needed to take Tesla Motors to court instead of Tesla Financial Services!It's a very sneaky scam. Don't buy a Tesla. The car will go wrong, and then Tesla will do everything they can not to help you. Customer service is awful.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Gary James,https://www.trustpilot.com/users/5e6cbf271c7f4f17b14e4d3f/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65acae30c1cb9dc85d324fea,2024-01-21 07:40:00+00:00,Feared for my life every winter since 2021,"I’ve had a Tesla since 2021. I bought a brand new Tesla Y. It has been such a piece of “poop” car. The steering wheel melted. Seriously… melted. The battery says it’s at 250 miles but I probably get about 100 miles. Oh and don’t get me started how scary it is to drive in the snow! The back up camera won’t work. It slides all over the place (even with the best tires). A few months ago, my phone quit working which is used as a key, and I had to call in and found out I had to reboot the entire car. This is the most unreliable car I’ve ever owned. Such a disappointment. Gas is king ladies and gentleman, never forget that.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Stefani Stamenkovic,https://www.trustpilot.com/users/65acadf59148e50012d80252/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/658f1f208d40036f7b787ef8,2023-12-29 21:33:53+00:00,I booked my model Y back in May 2023…,I booked my model Y back in May 2023 based on the numbers given to me by the dealership. At the delivery time they raised the number by about 20%. I cancelled based in that and I was told by the dealership and the manager that I will be refunded by deposit. I have text messages saying that my refund is in process. Six months have passed and I have not received my refund back,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Mustafa ,https://www.trustpilot.com/users/5e6bdc8f4c154f2df72bf58e/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65a5c8ef0e2f5a890abde846,2024-01-16 02:08:16+00:00,Alarm front system fault part of a…,Alarm front system fault part of a recall re airbags. I brought the car in once to fix. A second time as they only fixed one side. The alarm went off again so I'm having to bring it in a 3rd time. Terrible customer service It takes me 4 hours round trip to get there and 2 hours of work so Tesla is costing me 18 hours of my time for this recall which I'm not sure they will fix. I spent $200k for a plaid. Tesla Merrit island  does not know what they are doing. Terrible.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Jeffrey Powers,https://www.trustpilot.com/users/65a5c1cc493c780012bbcf49/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65804b41d9611f35c782eab0,2023-12-18 15:38:10+00:00,Nothing but bad things,"We have a model Y long range.""Autopilot"" is the worst, FYI: we had a 7yrs old volvo v90 before and his autopilot was 1000 times better. In a Tesla you cannot switch lanes with autopilot on, it brakes out of nowhere, is oversensitive, ...Windows washers are detecting rain on a sunny day or normal weather conditions, there is no possibility to deactivate them when using autopilot. So when we drive on the motorway on a sunny day the windows are constantly getting washed.We have 2 isofix seats for our children, they are not detected, so we also need to plug in the seatbelt if we don't want a sound playing the entire time.Charging stations always are besides mc donalds or burger king.When the lease for this car is over we will never have a Tesla again, I wouldn't even want it for free.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Karlien Kleisz,https://www.trustpilot.com/users/5ea68f6d0b753b31def97044/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65906b3a35c6757583dd8325,2023-12-30 21:10:50+00:00,Tesla's are overpriced,"Tesla's are overpriced, unreliable garbage that are impossible to sell used because of it's battery lifespan. Now, I'm off to buy a Mercedes (diesel).",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,peter roberts,https://www.trustpilot.com/users/5421a5a400006400018c2777/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65b715c847aff25ef95e0ae6,2024-01-29 05:04:41+00:00,Tesla support,"This morning around 10am I was going to go to the market but I realized that my Tesla Model 3 was turned off even though it was charging. I was super surprised because this had never happened before. I tried to contact support through the Tesla app and they sent a tow truck to supposedly tow the car to the nearest Tesla dealership but the person Tesla sent was from a third party company and he just opened the car and charged it for 3 minutes on the battery in the front of the car and said it was fixed and there was no need to tow it to Tesla. I told him I had to work in the afternoon and if it was safe to drive he said yes and left.When I went to work I was surprised again with several alerts on the car saying that it was not safe to drive, once again I contacted support and the attendant Adrian told me that he could not send another tow truck because I denied the service for In the morning, the person who came told me that there was no need to take the car, so I asked the supervisor Daniel who told me the same thing that if I wanted the towing service I would have to pay and Tesla would not provide it. After more than an hour of calling and NOTHING being resolved, I still can't use the car and no one can solve my problem at Tesla.I am very upset with this situation, I believed that Tesla was attentive to its customers. I'm disappointed with this and feeling punished for something that I wasn't informed by front support that they would only send one tow truck a day and here's a tip for anyone looking to buy a Tesla, I recommend looking for another brand.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Emerson Lorenco,https://www.trustpilot.com/users/65b715bd7a195f00127345dd/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/65607dbf2a0f691647b81082,2023-11-24 12:41:03+00:00,My tesla model3 long range crashed on…,My tesla model3 long range crashed on motorway M3 due to steering locked and brakes locked and car automatically steering to left lane and then to hard shoulder and then hit to barriers along the hard shoulder and then stopped.twsla is refusing to investigate and saying my basic warranty expired last September. I bought this brand new car in September 2021.just few months ago I took my car for service and all new tyres fitted .the car drive features failed and it put my life in danger. I will sue tesla for this,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Tabarak Ahmed Butt,https://www.trustpilot.com/users/6266dea2a8f44a00123ffef3/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/658a6f7847309ed5c95c5d46,2023-12-26 08:15:20+00:00,I don't know why people are dissing it…,I don't know why people are dissing it so much. It is a relatively new brand and in a lot of countries poeple love tesla cars. They are effectively transforming a whole industry and leading the way for many other market participants. We are witnessing a technology revolution with them.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Gohan Vaysh,https://www.trustpilot.com/users/5d07f442f371c62614958a62/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/654bbbac67d93dbbf5e9926d,2023-11-08 18:47:40+00:00,A vehicle plagued by poor build quality…,"A vehicle plagued by poor build quality since purchase. Terrible experience from the service team in Reading. Did not resolve a service appointment issue that was deemed in warranty. When you need to go back to resolve, they send you an estimate which you have to accept before visiting again. When you try to explain the problem they just send you policy terms without any acknowledgement to what I’m trying to explain. Cannot wait to get rid of this car.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Calvin Fuss,https://www.trustpilot.com/users/58b813cd0000ff000a7d2e6b/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/6596161ba42d46fc116590ee,2024-01-04 04:21:16+00:00,Tesla’s leasing institution (Tesla…,"Tesla’s leasing institution (Tesla Lease Trust) and their customer service is one of the worst ever to deal with. You either cannot get anyone on the phone to speak to and assist you, or if you do they say you need to leave a message or email some department.  When you do they pick and choose what and when they want to respond to.  Tesla Lease Trust doesnt handle lease transfer properly, timely, or legally.  They refuse to follow state tax laws, no matter what the state tax dept tells you re: what taxes you owe or what tax credit is due to you, Tesla customer service reps will tell you and email you that they’re not doing it that way and make you pay taxes that the state does not charge you for nor require you to pay.  Even if you send state laws off the state website available to the public, emails from the state tax dept stating what you owe and don’t owe, or anything in writing from the state tax dept Tesla reps still will tell you & email you in writing they’re not doing it that way and you need to pay taxes that don’t align with laws. Literally tax fraud!  These ppl @ Tesla think they can do whatever they want.  I would never ever lease another car thru Tesla again if it was almost free",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,John,https://www.trustpilot.com/users/5e4b28ce878fee5667c2ce5f/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/6524e639942c6d526b6ae743,2023-10-10 07:50:49+00:00,The worst automobile company ever in…,"The worst ever automobile company in the history of America. Pathetic service, rude, arrogant and obnoxious staff. The lowest of quality standards, the car literally generates new problems every 3 weeks. The most painful and annoying car owner experience. I’d choose public transport over a free Tesla. The cost to repair everything that keeps breaking is ridiculously high. They give you used replacements but charge you as though it’s new, when questioned the staff argues back. Don’t buy a Tesla.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,customer,https://www.trustpilot.com/users/643a368dd37d1b00122502e6/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/6564ecc06e82a9889e93d299,2023-11-27 21:23:44+00:00,Tesla s and 3,"We have a model 3 And model S. The cars are decent as long as you are not experiencing troubles. As soon as you need customer service or want to make claims regarding fault, brace yourself for a roller coaster ride of Tesla claiming no responsibility. I must say that Elon Musk's political stance on the Palestine issue, and his ability to not being able to read the room and showing his unsolicited support to Israels genocide of Palestinian people makes me want to get rid of both my Teslas. I was planning to sell my Tm3 before the five year warranty runs out next year, and the S has so many hiccups now that we either need to scrap it or sell it to someone interested in fixing it. Either way no new Teslas on us just because I can't support a brand supporting genocide.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Sara Azam,https://www.trustpilot.com/users/6564ecb6fb0ac000139c47f8/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
